query_description,query_code,true_usda_code,candidate_description,candidate_code,candidate_usda_code,forward_similarity,backward_similarity,is_correct_match
"chuck roll n/off, ibp (ch)",13081014,116 A 3 chuck roll,"chuck roll n/off, ibp (prime)",13083571,NOT_FOUND,0.856877863407135,0.8568773298752186,False
"chuck roll n/off, ibp (ch)",13081014,116 A 3 chuck roll,bf chuck roll n/off nr ibp,1087NPL,NOT_FOUND,0.8386819958686829,0.8386816416195135,False
"clod shoulder xt, ibp (ch)",13021014,114 A 3 shoulder clod,"clod shoulder xt, ibp (cangus)",13021012,NOT_FOUND,0.9037951827049255,0.9037948603856834,False
"clod shoulder xt, ibp (ch)",13021014,114 A 3 shoulder clod,"clod shoulder xt, national (ch)",13021024,NOT_FOUND,0.8639574646949768,0.8639572096863337,False
"clod shoulder xt, ibp (ch)",13021014,114 A 3 shoulder clod,"clod shoulder xt,westernreserve (ch)",13021144,NOT_FOUND,0.8362115621566772,0.8362113562071921,False
"clod shoulder xt, ibp (ch)",13021014,114 A 3 shoulder clod,"clod shoulder xt, iowa premium (ch)",13021164,NOT_FOUND,0.8306812047958374,0.8306810135106883,False
"clod shoulder xt, ibp (ch)",13021014,114 A 3 shoulder clod,"clod shoulder xt, greateromaha (ch)",13021004,NOT_FOUND,0.8213086724281311,0.8213083231361835,False
"clod tender, ch",124003,114f Clod Tender (teres major),choice clod tender-processed,124007,NOT_FOUND,0.7817316055297852,0.7817319262631499,False
"clod tender, ch",124003,114f Clod Tender (teres major),"clod tender peeled, ch, 10#a",124005,NOT_FOUND,0.7785767912864685,0.7785768494453139,False
"clod tender, ch",124003,114f Clod Tender (teres major),"clods beef, ch",124004,114 A 3 shoulder clod,0.7578219771385193,0.7578218859073145,False
"clod tender, ch",124003,114f Clod Tender (teres major),beef chuck clod tender nr,11400200,NOT_FOUND,0.7143787145614624,0.7143783906471952,False
"clod tender, ch",124003,114f Clod Tender (teres major),beef chuck clod tender choice,11400400,114f Clod Tender (teres major),0.6504458785057068,0.6504456851393139,True
"clods beef, ch",124004,114 A 3 shoulder clod,"clod tender, ch",124003,114f Clod Tender (teres major),0.7578218579292297,0.7578219003663226,False
"clods beef, ch",124004,114 A 3 shoulder clod,buffalo clods,454215,NOT_FOUND,0.6824263334274292,0.6824263151161438,False
"clods beef, ch",124004,114 A 3 shoulder clod,beef chuck clod tender nr,11400200,NOT_FOUND,0.6802030801773071,0.6802031553973147,False
"clods beef, ch",124004,114 A 3 shoulder clod,"beef suey, ch",184002,NOT_FOUND,0.6695998907089233,0.6696002122515002,False
"clods beef, ch",124004,114 A 3 shoulder clod,beef ch pld tri tip,43870,NOT_FOUND,0.6650339365005493,0.6650338084839498,False
"eye of round, ch, 3-6#",174360,171 C 3 Eye of round,"eye round, 5star (ch)",11264544,NOT_FOUND,0.7311276793479919,0.7311272173604857,False
"eye of round, ch, 3-6#",174360,171 C 3 Eye of round,"top round, ch, 17-20#",174170,NOT_FOUND,0.6854137182235718,0.6854137863795841,False
"eye of round, ch, 3-6#",174360,171 C 3 Eye of round,"eye round, national (ch)",11261024,NOT_FOUND,0.6715284585952759,0.6715283665377703,False
"eye of round, ch, 3-6#",174360,171 C 3 Eye of round,"eye round, creekstone (ch)",11261204,NOT_FOUND,0.6497637033462524,0.6497636251237364,False
"eye of round, ch, 3-6#",174360,171 C 3 Eye of round,bf round eye rnds ch *__,1710AZ1,NOT_FOUND,0.6338215470314026,0.6338212303890596,False
"eye round, ibp (ch)",11261014,171 C 3 Eye of round,"eye round, ibp (n/r)",11263576,NOT_FOUND,0.8419253826141357,0.8419249515032728,False
"eye round, ibp (ch)",11261014,171 C 3 Eye of round,"eye round, ibp (ch_angus)",11261013,NOT_FOUND,0.8181491494178772,0.8181493946281958,False
"eye round, ibp (ch)",11261014,171 C 3 Eye of round,"eye round, ibp (select)",11261015,NOT_FOUND,0.7858480215072632,0.7858482155327631,False
"eye round, ibp (ch)",11261014,171 C 3 Eye of round,"eye round, ibp (cangus)",11261012,NOT_FOUND,0.7693520784378052,0.7693518081703024,False
"eye round, ibp (ch)",11261014,171 C 3 Eye of round,"flat bottom round, ibp (ch)",11301014,171 B 3 Round outside round flat,0.7444667816162109,0.7444667235654898,False
"flank steak, ch",134000,193 Flank,"flank steak, (ch)",13199984,NOT_FOUND,0.9785356521606445,0.9785358887261089,False
"flank steak, ch",134000,193 Flank,"flank steak, national (ch)",13191024,NOT_FOUND,0.921496570110321,0.9214960684488802,False
"flank steak, ch",134000,193 Flank,"flank steak, trimmed, ch",134001,NOT_FOUND,0.8887324929237366,0.8887322793504444,False
"flank steak, ch",134000,193 Flank,"flank steak, (util)",13191567,NOT_FOUND,0.8742616772651672,0.8742618476594508,False
"flank steak, ch",134000,193 Flank,beef flank steak,40820,193 Flank,0.8673858046531677,0.8673852506919687,True
"flank steak, ibp (ch)",14193574,193 Flank,"flank steak, (ch)",13199984,NOT_FOUND,0.8747249841690063,0.8747249602447033,False
"flank steak, ibp (ch)",14193574,193 Flank,"flank steak, ch",134000,193 Flank,0.8656830787658691,0.8656833011746969,True
"flank steak, ibp (ch)",14193574,193 Flank,"flank steak, national (ch)",13191024,NOT_FOUND,0.838510274887085,0.8385100566689501,False
"flank steak, ibp (ch)",14193574,193 Flank,"flank steak, afg (ch)",13191054,NOT_FOUND,0.831373393535614,0.8313729451452052,False
"flank steak, ibp (ch)",14193574,193 Flank,beef flank steak //ibp//ch angus,40830,NOT_FOUND,0.8284081220626831,0.8284079361899481,False
"flap meat (sirloin), ibp (ch)",15183574,185 A 4 Bottom sirloin or “flap meat”,"flap meat (sirloin), ibp (cangus)",15183572,NOT_FOUND,0.9237587451934814,0.9237590459890144,False
"flap meat (sirloin), ibp (ch)",15183574,185 A 4 Bottom sirloin or “flap meat”,"sirloin flap meat, ch",140006,185 A 4 Bottom sirloin or “flap meat”,0.8665869235992432,0.8665867995569645,True
"flap meat (sirloin), ibp (ch)",15183574,185 A 4 Bottom sirloin or “flap meat”,"flap meat (sirloin), jbs",207900008,NOT_FOUND,0.8591263294219971,0.8591261002074762,False
"flap meat (sirloin), ibp (ch)",15183574,185 A 4 Bottom sirloin or “flap meat”,"flap meat (sirloin), national (ch)",15181024,NOT_FOUND,0.858437716960907,0.8584377597842104,False
"flap meat (sirloin), ibp (ch)",15183574,185 A 4 Bottom sirloin or “flap meat”,"flap meat (sirloin), mex ribe",15181620,NOT_FOUND,0.8286291360855103,0.8286290905381887,False
"flat bottom round, ibp (ch)",11301014,171 B 3 Round outside round flat,"flat bottom round, ibp (select)",11301015,NOT_FOUND,0.8072987794876099,0.8072987183371565,False
"flat bottom round, ibp (ch)",11301014,171 B 3 Round outside round flat,"flat bottom round, ibp (cangus)",11301012,NOT_FOUND,0.8007076978683472,0.8007073246996439,False
"flat bottom round, ibp (ch)",11301014,171 B 3 Round outside round flat,"inside round xt, ibp (ch)",11193574,168 3 top round inside XT,0.7555898427963257,0.7555897254474442,False
"flat bottom round, ibp (ch)",11301014,171 B 3 Round outside round flat,"eye round, ibp (ch)",11261014,171 C 3 Eye of round,0.7444668412208557,0.7444668152076845,False
"flat bottom round, ibp (ch)",11301014,171 B 3 Round outside round flat,"flat bottom round, national (ch)",11301024,NOT_FOUND,0.7212941646575928,0.7212939796242808,False
ground beef 73% fine - ibp,19161010,Ground beef 73%,ground beef 80% fine ibp (80#),19111010,NOT_FOUND,0.9440465569496155,0.944046584767554,False
ground beef 73% fine - ibp,19161010,Ground beef 73%,ground beef 73% fine (3lb chub) ibp,19163570,NOT_FOUND,0.9186381697654724,0.9186381216746334,False
ground beef 73% fine - ibp,19161010,Ground beef 73%,ground beef 73% fine 6/10 ibp(c-angus),19161012,NOT_FOUND,0.9096152782440186,0.9096152051898181,False
ground beef 73% fine - ibp,19161010,Ground beef 73%,ground beef fine 73%,41230,Ground beef 73%,0.8782203197479248,0.8782202541214529,True
ground beef 73% fine - ibp,19161010,Ground beef 73%,ground natural beef 85% //ibp//,45230,NOT_FOUND,0.8747562170028687,0.8747564903199044,False
ground beef 80/20 frozen,42300,Ground beef 81%,ground beef fine 80/20 frozen,42301,NOT_FOUND,0.9735393524169922,0.973539294346631,False
ground beef 80/20 frozen,42300,Ground beef 81%,ground beef fine 80/20 halal frozen,73073,NOT_FOUND,0.9339182376861572,0.9339175037132283,False
ground beef 80/20 frozen,42300,Ground beef 81%,beef ground frozen,SP100,NOT_FOUND,0.8984891772270203,0.8984884770587329,False
ground beef 80/20 frozen,42300,Ground beef 81%,ground beef fine 73% frozen,41230,Ground beef 73%,0.8981330394744873,0.8981327514240398,False
ground beef 80/20 frozen,42300,Ground beef 81%,"beef ground frozen, 54/10oz",190033,NOT_FOUND,0.8893606066703796,0.8893605298193389,False
ground beef fine 73%,41230,Ground beef 73%,ground beef fine 75%,42210,NOT_FOUND,0.9828338027000427,0.9828337084276428,False
ground beef fine 73%,41230,Ground beef 73%,ground beef fine 80%,42300,Ground beef 81%,0.9744358062744141,0.9744358748287627,False
ground beef fine 73%,41230,Ground beef 73%,ground beef fine 73% 12/3#,41238,NOT_FOUND,0.9210178852081299,0.921018005593665,False
ground beef fine 73%,41230,Ground beef 73%,ground beef 81% fine cs beef (80#),19121070,NOT_FOUND,0.9036053419113159,0.9036052000035177,False
ground beef fine 73%,41230,Ground beef 73%,ground beef 81% fine cs beef (40#),19111070,NOT_FOUND,0.8884057998657227,0.8884057862193663,False
ground beef fine 73% frozen,41230,Ground beef 73%,ground beef fine 80/20 frozen,42301,NOT_FOUND,0.9344983100891113,0.9344981774426818,False
ground beef fine 73% frozen,41230,Ground beef 73%,ground beef 80/20 frozen,42300,Ground beef 81%,0.898132860660553,0.8981327191528778,False
ground beef fine 73% frozen,41230,Ground beef 73%,ground beef fine 80/20 halal frozen,73073,NOT_FOUND,0.893681526184082,0.8936812547248387,False
ground beef fine 73% frozen,41230,Ground beef 73%,beef ground frozen,SP100,NOT_FOUND,0.8662965297698975,0.8662966905964695,False
ground beef fine 73% frozen,41230,Ground beef 73%,"beef ground frozen, 54/10oz",190033,NOT_FOUND,0.860081136226654,0.8600812805761939,False
ground beef fine 80%,42300,Ground beef 81%,ground beef fine 75%,42210,NOT_FOUND,0.9791661500930786,0.979165822312939,False
ground beef fine 80%,42300,Ground beef 81%,ground beef fine 73%,41230,Ground beef 73%,0.9744356870651245,0.9744358988028922,False
ground beef fine 80%,42300,Ground beef 81%,ground beef 81% fine cs beef (80#),19121070,NOT_FOUND,0.9003208875656128,0.9003208343034392,False
ground beef fine 80%,42300,Ground beef 81%,ground beef 80% fine all american meats,19115590,NOT_FOUND,0.8977786898612976,0.8977782791018547,False
ground beef fine 80%,42300,Ground beef 81%,ground beef coarse 80%,42370,NOT_FOUND,0.8922070264816284,0.8922070362503367,False
"ground chuck, 80% fine, ibp",19101010,Ground beef 81%,"ground chuck, 80% fine, greater omaha",19101000,NOT_FOUND,0.7736199498176575,0.7736199276867957,False
"ground chuck, 80% fine, ibp",19101010,Ground beef 81%,"ground chuck, 80% fine, greater omaha (c",19101002,NOT_FOUND,0.771304190158844,0.7713043481988715,False
"ground chuck, 80% fine, ibp",19101010,Ground beef 81%,ground beef chuck 80/20,42330,NOT_FOUND,0.7299410700798035,0.72994082241648,False
"ground chuck, 80% fine, ibp",19101010,Ground beef 81%,beef ground chuck 85/15,18230015,NOT_FOUND,0.7201916575431824,0.720191639459699,False
"ground chuck, 80% fine, ibp",19101010,Ground beef 81%,bf grnd-z chuck 73 fine ibp-heb 60#,1040995,NOT_FOUND,0.7114346027374268,0.7114345446742029,False
"inner skirts, ibp (ch)",16041014,121 D 4 Inside skirt,"outside skirts, ibp (ch)",16021014,121 C 4 Outside skirt,0.9528854489326477,0.9528857142807717,False
"inner skirts, ibp (ch)",16041014,121 D 4 Inside skirt,"inner skirts, ibp (n/r)",16043576,NOT_FOUND,0.8993570804595947,0.899357401309723,False
"inner skirts, ibp (ch)",16041014,121 D 4 Inside skirt,"inner skirts, ibp (sel)",16043575,NOT_FOUND,0.8917293548583984,0.8917290823130948,False
"inner skirts, ibp (ch)",16041014,121 D 4 Inside skirt,"outside skirts, ibp (ungraded)",16021010,NOT_FOUND,0.865389883518219,0.8653897214319488,False
"inner skirts, ibp (ch)",16041014,121 D 4 Inside skirt,"inner skirts, ibp (cangus)",120800001,NOT_FOUND,0.8359879851341248,0.8359879590358799,False
"inside round xt, ibp (ch)",11193574,168 3 top round inside XT,"inside round xt, ibp (sel)",11173575,NOT_FOUND,0.8663051128387451,0.866305042211281,False
"inside round xt, ibp (ch)",11193574,168 3 top round inside XT,"inside round xt, ibp (cangus)",11191012,NOT_FOUND,0.8219634890556335,0.8219631392479176,False
"inside round xt, ibp (ch)",11193574,168 3 top round inside XT,inside round cosmo ibp (ch),11191014,NOT_FOUND,0.7888613343238831,0.7888612516660891,False
"inside round xt, ibp (ch)",11193574,168 3 top round inside XT,"inside round xt, afg (ch)",11191054,NOT_FOUND,0.7750810980796814,0.7750810473605663,False
"inside round xt, ibp (ch)",11193574,168 3 top round inside XT,"flat bottom round, ibp (ch)",11301014,171 B 3 Round outside round flat,0.7555897235870361,0.7555896940079396,False
inside skirts 60#/cs,150060,121 D 4 Inside skirt,"outside skirts, caviness (ch)",16021074,NOT_FOUND,0.6631096601486206,0.6631093791221043,False
inside skirts 60#/cs,150060,121 D 4 Inside skirt,"inner skirts, topshelf (ch)",16043364,NOT_FOUND,0.6469941735267639,0.6469940901128739,False
inside skirts 60#/cs,150060,121 D 4 Inside skirt,"outside skirts, case",150006,121 C 4 Outside skirt,0.6357370615005493,0.6357366456672466,False
inside skirts 60#/cs,150060,121 D 4 Inside skirt,"inner skirts, 5star (ch)",16044544,NOT_FOUND,0.6344309449195862,0.6344309084214013,False
inside skirts 60#/cs,150060,121 D 4 Inside skirt,"outside skirts, ibp (ch)",16021014,121 C 4 Outside skirt,0.6254042387008667,0.6254043221847494,False
"knuckle pld, ibp (ch)",11121014,167 A 4 knuckles,"knuckle pld, (ch)",11129984,NOT_FOUND,0.8876809477806091,0.8876809457129651,False
"knuckle pld, ibp (ch)",11121014,167 A 4 knuckles,"knuckle pld, ibp (cangus)",11121012,NOT_FOUND,0.8721135258674622,0.8721134114634005,False
"knuckle pld, ibp (ch)",11121014,167 A 4 knuckles,"knuckle pld, afg (ch)",11121054,NOT_FOUND,0.8548027873039246,0.8548032747281731,False
"knuckle pld, ibp (ch)",11121014,167 A 4 knuckles,"knuckle pld, national (ch)",11121024,NOT_FOUND,0.8406763076782227,0.840676195613294,False
"knuckle pld, ibp (ch)",11121014,167 A 4 knuckles,"knuckle pld, us212 (ch)",11122404,NOT_FOUND,0.8402486443519592,0.8402486409872856,False
"outside skirts, case",150006,121 C 4 Outside skirt,"outside skirts, caviness (ch)",16021074,NOT_FOUND,0.7896144390106201,0.7896145463822264,False
"outside skirts, case",150006,121 C 4 Outside skirt,"inner skirts, westernreserve (ch)",16041144,NOT_FOUND,0.7529748678207397,0.7529747190822869,False
"outside skirts, case",150006,121 C 4 Outside skirt,"outside skirts, peeled",150004,NOT_FOUND,0.7433650493621826,0.743364825640437,False
"outside skirts, case",150006,121 C 4 Outside skirt,"outside skirts peeled,",16029980,NOT_FOUND,0.739554762840271,0.7395549508406305,False
"outside skirts, case",150006,121 C 4 Outside skirt,"inner skirts, topshelf (ch)",16043364,NOT_FOUND,0.734718918800354,0.7347189296859974,False
"outside skirts, ibp (ch)",16021014,121 C 4 Outside skirt,"inner skirts, ibp (ch)",16041014,121 D 4 Inside skirt,0.9528850317001343,0.952885689282261,False
"outside skirts, ibp (ch)",16021014,121 C 4 Outside skirt,"outside skirts, ibp (ungraded)",16021010,NOT_FOUND,0.909623384475708,0.9096233214370946,False
"outside skirts, ibp (ch)",16021014,121 C 4 Outside skirt,"inner skirts, ibp (n/r)",16043576,NOT_FOUND,0.8703321218490601,0.8703321664276673,False
"outside skirts, ibp (ch)",16021014,121 C 4 Outside skirt,"inner skirts, ibp (sel)",16043575,NOT_FOUND,0.8626399636268616,0.8626397682377218,False
"outside skirts, ibp (ch)",16021014,121 C 4 Outside skirt,"outside skirts, ibp (cangus)",16021012,NOT_FOUND,0.8398904204368591,0.8398906184916249,False
pectoral meat,120006,Pectoral,beef pectoral meat,41950,Pectoral,0.9362804889678955,0.9362805728612229,True
pectoral meat,120006,Pectoral,"pectoral meat, national (ch)",13071024,NOT_FOUND,0.9016814827919006,0.9016812184453324,False
pectoral meat,120006,Pectoral,bf pectoral meat ch *__,10162XL,NOT_FOUND,0.8489486575126648,0.8489483732105425,False
pectoral meat,120006,Pectoral,bf pectoral meat ch oma,10163XL,NOT_FOUND,0.8351964354515076,0.835196493624804,False
pectoral meat,120006,Pectoral,bf pectoral meat pr oma,1016313,NOT_FOUND,0.8313499093055725,0.8313499924746817,False
pork boneless butt ibp/seaboard,20080,1/4 trim boneless Pork butt VAC,pork c.t. butts boneless seaboard,20053,NOT_FOUND,0.8989170789718628,0.8989173237564876,False
pork boneless butt ibp/seaboard,20080,1/4 trim boneless Pork butt VAC,pork b/i shoulder butts ibp/seaboard,20070,NOT_FOUND,0.872310221195221,0.8723103229758061,False
pork boneless butt ibp/seaboard,20080,1/4 trim boneless Pork butt VAC,pork b/i shoulder butts seaboard,22126,NOT_FOUND,0.8512027859687805,0.851202395015052,False
pork boneless butt ibp/seaboard,20080,1/4 trim boneless Pork butt VAC,pork butt ct seaboard,20051,NOT_FOUND,0.8233043551445007,0.823304526840593,False
pork boneless butt ibp/seaboard,20080,1/4 trim boneless Pork butt VAC,"butt boneless 1/4 vp, pork, seaboard",46091150,NOT_FOUND,0.821978747844696,0.8219790033161096,False
"pork butt boneless, net weight",260003,1/4 trim boneless Pork butt VAC,"pork butt boned & defat, net weight",260002,NOT_FOUND,0.9126462936401367,0.912646196915825,False
"pork butt boneless, net weight",260003,1/4 trim boneless Pork butt VAC,pork shoulder butt boneless,31031000,NOT_FOUND,0.7778335809707642,0.7778336619081812,False
"pork butt boneless, net weight",260003,1/4 trim boneless Pork butt VAC,"pork chop boneless, 10oz",240091,NOT_FOUND,0.7454606294631958,0.7454605102558799,False
"pork butt boneless, net weight",260003,1/4 trim boneless Pork butt VAC,"pork bones neck, 20#bx",280200,NOT_FOUND,0.7348392605781555,0.7348397597741072,False
"pork butt boneless, net weight",260003,1/4 trim boneless Pork butt VAC,fat pork (40#) moesle,48059990,NOT_FOUND,0.7329113483428955,0.7329113512464014,False
pork rib st louis 2-1/2-3 pld-,32200201,Trimmed pork sparerib MED,pork rib st louis 3--3/1/2 pld-,32200202,NOT_FOUND,0.9884649515151978,0.9884649860311903,False
pork rib st louis 2-1/2-3 pld-,32200201,Trimmed pork sparerib MED,pork rib st louis 2-down,32200200,NOT_FOUND,0.8649474382400513,0.8649477779251784,False
pork rib st louis 2-1/2-3 pld-,32200201,Trimmed pork sparerib MED,pork spare rib-stl wic-pld 2.50#-z,13129,NOT_FOUND,0.7961127758026123,0.7961128662919273,False
pork rib st louis 2-1/2-3 pld-,32200201,Trimmed pork sparerib MED,pork spare rib-stl wic-pld 2.50#,13129,NOT_FOUND,0.7960340976715088,0.7960335681678818,False
pork rib st louis 2-1/2-3 pld-,32200201,Trimmed pork sparerib MED,pork st. louis ribs 2 1/2 dn*,SP865,NOT_FOUND,0.7903860807418823,0.7903860317223301,False
pork shoulder butt boneless frozen,20080,1/4 trim boneless Pork butt VAC,pork b/i shoulder butts frozen,20070,NOT_FOUND,0.880242645740509,0.8802430194204331,False
pork shoulder butt boneless frozen,20080,1/4 trim boneless Pork butt VAC,pork loin boneless frozen,39090000,NOT_FOUND,0.8449146747589111,0.8449143827387804,False
pork shoulder butt boneless frozen,20080,1/4 trim boneless Pork butt VAC,pork shoulder butt boneless fresh,31020104,NOT_FOUND,0.8285992741584778,0.8285994983634921,False
pork shoulder butt boneless frozen,20080,1/4 trim boneless Pork butt VAC,pork shoulder butt boneless,31031000,NOT_FOUND,0.8249469995498657,0.8249473243574854,False
pork shoulder butt boneless frozen,20080,1/4 trim boneless Pork butt VAC,smoked pork neckbones frozen,20234,NOT_FOUND,0.8002901673316956,0.8002906885530315,False
"pork spare rib medium, seaboard",250015,Trimmed pork sparerib MED,pork spareribs ibp/seaboard medium,20167,Trimmed pork sparerib MED,0.8391302824020386,0.8391301105327532,True
"pork spare rib medium, seaboard",250015,Trimmed pork sparerib MED,"pork back rib half cov, seaboard",250149,NOT_FOUND,0.8187182545661926,0.8187183437445336,False
"pork spare rib medium, seaboard",250015,Trimmed pork sparerib MED,pork spare rib 30#,45019990,NOT_FOUND,0.8021868467330933,0.8021866827241375,False
"pork spare rib medium, seaboard",250015,Trimmed pork sparerib MED,pork spare rib 2000#,45019980,NOT_FOUND,0.7928915619850159,0.7928912186876831,False
"pork spare rib medium, seaboard",250015,Trimmed pork sparerib MED,pork spare rib ind med-20504,13177IN,NOT_FOUND,0.7892928123474121,0.7892928896674609,False
pork spareribs ibp/seaboard medium,20167,Trimmed pork sparerib MED,pork spareribs ibp/seaboard small/lgt,20166,NOT_FOUND,0.9074993133544922,0.9074991573549066,False
pork spareribs ibp/seaboard medium,20167,Trimmed pork sparerib MED,"pork spare rib medium, seaboard",250015,Trimmed pork sparerib MED,0.8391299247741699,0.8391300987094432,True
pork spareribs ibp/seaboard medium,20167,Trimmed pork sparerib MED,"spareribs (medium) vp, pork ibp",45011010,Trimmed pork sparerib MED,0.8375807404518127,0.837580729984215,True
pork spareribs ibp/seaboard medium,20167,Trimmed pork sparerib MED,"spareribs (medium) 1pc vp, pork ibp",45111010,NOT_FOUND,0.8248067498207092,0.8248065951200653,False
pork spareribs ibp/seaboard medium,20167,Trimmed pork sparerib MED,"spareribs (medium) 2pc, pork hormel",45014140,NOT_FOUND,0.7969818115234375,0.7969819537844209,False
"ribeye heavy, ibp (ch)",17093574,112a HVY Lipon Ribeye,"ribeye heavy, ibp (sel)",17093575,NOT_FOUND,0.8850859999656677,0.8850861750258655,False
"ribeye heavy, ibp (ch)",17093574,112a HVY Lipon Ribeye,"ribeye, lip-on heavy, s.b. ibp (ch)",17193574,NOT_FOUND,0.862708568572998,0.8627082517500557,False
"ribeye heavy, ibp (ch)",17093574,112a HVY Lipon Ribeye,"ribeye heavy, ibp (cangus)",17093572,NOT_FOUND,0.8504601120948792,0.8504600666455627,False
"ribeye heavy, ibp (ch)",17093574,112a HVY Lipon Ribeye,"short rib plate, ibp (ch)",13183574,NOT_FOUND,0.7677409648895264,0.7677407569570667,False
"ribeye heavy, ibp (ch)",17093574,112a HVY Lipon Ribeye,bf ribeye bi hvy-frc ch ibp,10040004,NOT_FOUND,0.7663977742195129,0.7663978513387306,False
"ribeye lip on hvy, ch, 16up",164167,112a HVY Lipon Ribeye,"ribeye lip on hvy, ch, 14up",164145,NOT_FOUND,0.9857144355773926,0.9857143497034613,False
"ribeye lip on hvy, ch, 16up",164167,112a HVY Lipon Ribeye,"ribeye lip on hvy, creekstone ang, 16up",163112,NOT_FOUND,0.8684902787208557,0.8684900176650729,False
"ribeye lip on hvy, ch, 16up",164167,112a HVY Lipon Ribeye,"ribeye lip on, ch, #2",164025,NOT_FOUND,0.8401930928230286,0.8401931468825035,False
"ribeye lip on hvy, ch, 16up",164167,112a HVY Lipon Ribeye,"ribeye lip on, ch, 16#dn",164165,109E 1 Rib ribeye lip-on bn-in_Choice,0.8304957747459412,0.8304954333282648,False
"ribeye lip on hvy, ch, 16up",164167,112a HVY Lipon Ribeye,"ribeye lip on, nr",160008,NOT_FOUND,0.8056050539016724,0.8056052029008424,False
"ribeye lip on, ch, 16#dn",164165,109E 1 Rib ribeye lip-on bn-in_Choice,"ribeye lip on, ch, #2",164025,NOT_FOUND,0.8647419214248657,0.8647418201873385,False
"ribeye lip on, ch, 16#dn",164165,109E 1 Rib ribeye lip-on bn-in_Choice,"ribeye lip on hvy, ch, 16up",164167,112a HVY Lipon Ribeye,0.830496072769165,0.8304954677205574,False
"ribeye lip on, ch, 16#dn",164165,109E 1 Rib ribeye lip-on bn-in_Choice,"ribeye lip on, nr",160008,NOT_FOUND,0.8247356414794922,0.8247359730266011,False
"ribeye lip on, ch, 16#dn",164165,109E 1 Rib ribeye lip-on bn-in_Choice,"ribeye lip on hvy, ch, 14up",164145,NOT_FOUND,0.8229045867919922,0.8229044589145857,False
"ribeye lip on, ch, 16#dn",164165,109E 1 Rib ribeye lip-on bn-in_Choice,"ribeye lip on/dn, creekstone (sel)",17091215,NOT_FOUND,0.7926679849624634,0.7926677881320332,False
"ribeye lip on, nebraska beef (ch)",17111874,109E 1 Rib ribeye lip-on bn-in_Choice,"ribeye lip on, nebraska beef (sel)",17111875,NOT_FOUND,0.9640457630157471,0.9640458781654062,False
"ribeye lip on, nebraska beef (ch)",17111874,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on choice dwn,12100414,NOT_FOUND,0.7649306654930115,0.7649304459795555,False
"ribeye lip on, nebraska beef (ch)",17111874,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye lip-on boneless choice,43720,109E 1 Rib ribeye lip-on bn-in_Choice,0.7591601014137268,0.759159856762056,True
"ribeye lip on, nebraska beef (ch)",17111874,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on choice up,12100700,NOT_FOUND,0.7576503157615662,0.757650659393019,False
"ribeye lip on, nebraska beef (ch)",17111874,109E 1 Rib ribeye lip-on bn-in_Choice,beef ribeye boneless lip on 5# netted,12101514,109E 1 Rib ribeye lip-on bn-in_Choice,0.7571607828140259,0.7571605455995989,True
"short loin 0x1, ibp (ch)",15023574,174 3 Short loin Choice,"short loin 0x1, ibp (nr)",15023576,NOT_FOUND,0.9321519732475281,0.9321522224073974,False
"short loin 0x1, ibp (ch)",15023574,174 3 Short loin Choice,"short loin 0x1, ibp (sel)",15023575,NOT_FOUND,0.8639385104179382,0.8639383451438806,False
"short loin 0x1, ibp (ch)",15023574,174 3 Short loin Choice,"short loin 0x1, ibp (cangus)",15023572,NOT_FOUND,0.8124873638153076,0.8124872882967125,False
"short loin 0x1, ibp (ch)",15023574,174 3 Short loin Choice,"short loin 0x1, (ch)",15029984,NOT_FOUND,0.8108357191085815,0.8108354948872528,False
"short loin 0x1, ibp (ch)",15023574,174 3 Short loin Choice,bf loin short 0x1 ch ibp-sra,1026100,NOT_FOUND,0.7534645795822144,0.7534649002052389,False
"short loin 0x1, nebraska (ch)",15021874,174 3 Loin short loin 0x1_Choice,"short loin 0x1, upper iowa (ch)",15023334,NOT_FOUND,0.8489521145820618,0.8489522412826036,False
"short loin 0x1, nebraska (ch)",15021874,174 3 Loin short loin 0x1_Choice,"short loin 0x1, nebraska (sel angus)",15021875,174 3 Loin short loin 0x1_Select,0.8245564103126526,0.824556759148261,False
"short loin 0x1, nebraska (ch)",15021874,174 3 Loin short loin 0x1_Choice,"short loin 0x1, iowa premium (ch)",15021164,NOT_FOUND,0.7991756200790405,0.7991757809573696,False
"short loin 0x1, nebraska (ch)",15021874,174 3 Loin short loin 0x1_Choice,"short loin 0x1, national (ch)",15021024,NOT_FOUND,0.7764158844947815,0.7764158025622232,False
"short loin 0x1, nebraska (ch)",15021874,174 3 Loin short loin 0x1_Choice,"short loin 0x1, (ch)",15029984,NOT_FOUND,0.7016829252243042,0.701683029494595,False
"short loin 0x1, nebraska (sel angus)",15021875,174 3 Loin short loin 0x1_Select,"short loin 0x1, nebraska (ch)",15021874,174 3 Loin short loin 0x1_Choice,0.8245566487312317,0.8245567437797672,False
"short loin 0x1, nebraska (sel angus)",15021875,174 3 Loin short loin 0x1_Select,"short loin 0x1, national a. b (ch_angus)",15025723,NOT_FOUND,0.7453362345695496,0.7453357554563824,False
